-10.2 -1.76 -8.99 -177.75 575.13 -223.75
-10.5 -3.01 -9.94 -42.57 543.71 -150.22
-11.1 -3.01 -10.27 -74.88 491.5 36.73
-11.4 -2.81 -10.83 73.01 406.06 223.45
-11.7 -2.07 -10.85 92.69 354.89 519.03
-12.1 -3.09 -9.66 -11.45 454.54 1037.45
-11.5 -1.17 -10.7 16.83 701.86 1489.3
-10.1 0.62 -13.07 -229.66 896.06 2058.37
-7.3 2.04 -15.79 -717.2 1114.88 -2371.53
-5.0 1.19 -14.31 -1486.08 1173.46 -2371.53
-4.8 1.5 -9.78 -1655.9 695.43 1623.13
-3.4 3.69 -2.23 -2341.45 -1242.8 736.8
1.5 6.38 -1.02 -543.26 -1594.33 846.91
-1.0 4.86 -4.27 -1012.99 -1064.98 11.89
0.7 -2.85 -6.92 -678.07 -135.48 -11.6
-0.3 -2.62 -10.36 315.99 103.01 37.11
0.4 0.56 -10.85 -341.65 185.75 -83.71
2.1 -2.48 -9.13 -768.81 308.21 503.69
0.4 -2.67 -10.84 -161.66 290.26 491.5
0.3 -3.37 -11.34 -16.98 246.35 537.5
1.3 -3.17 -10.78 -351.45 266.99 313.0
0.0 -4.16 -10.95 -427.16 193.61 192.48
-0.5 -5.49 -11.99 -118.2 71.89 94.48
-1.1 -5.9 -12.36 -113.86 207.15 141.84
-0.6 -5.84 -13.05 2.39 478.18 -19.67
0.7 -5.33 -11.87 -78.85 623.16 -310.46
0.7 -3.21 -10.28 153.06 288.31 -284.2
0.0 -5.5 -11.44 267.37 -81.84 220.61
0.1 -4.3 -12.34 590.24 -47.95 359.23
0.9 -2.84 -12.64 -35.24 298.49 70.47
1.4 -3.65 -11.02 -353.32 517.68 -81.62
0.0 -5.08 -11.63 -227.87 364.32 153.88
-1.1 -5.6 -12.06 246.72 155.45 322.88
0.9 -4.33 -11.9 136.3 298.86 61.12
1.6 -3.51 -11.18 -210.59 400.08 -60.22
-0.4 -5.6 -11.57 -471.9 380.63 147.6
-2.1 -6.85 -12.4 248.59 72.79 224.88
0.8 -4.56 -12.66 273.95 243.73 -16.46
1.2 -3.27 -11.48 -48.48 364.25 -89.25
0.0 -4.91 -11.35 -213.51 320.41 -34.19
-0.8 -6.29 -12.53 -32.84 190.16 78.85
-0.0 -5.19 -12.76 206.25 212.53 29.7
0.9 -4.42 -11.96 35.16 291.76 24.31
0.4 -4.57 -11.55 -19.38 229.96 37.93
0.2 -5.18 -12.15 64.19 175.95 35.46
0.4 -4.83 -12.44 79.45 207.67 21.4
0.8 -4.67 -12.25 -7.85 261.08 46.38
0.6 -4.62 -12.4 18.93 257.79 61.49
0.7 -4.82 -12.32 37.25 274.18 68.0
0.5 -4.55 -12.17 55.81 274.4 53.49
0.7 -4.65 -12.32 51.47 262.8 93.14
0.5 -4.93 -12.28 -6.43 269.16 102.56
0.7 -4.81 -12.37 28.43 271.03 81.39
0.5 -4.79 -12.38 20.35 285.7 75.18
0.5 -4.83 -12.36 42.04 282.03 83.26
0.5 -4.94 -12.15 23.94 270.21 87.08
0.5 -4.95 -12.37 19.97 264.23 83.41
